agent_id,residence,age_group,transport_pref,sensibility,doctor,home_x,home_y,work_x,work_y,initial_epi_state
2832,dense_periphery,child,public_transit,0.158329,0,14,19,64,31,SUSCEPTIBLE
2833,sparse_periphery,adult,public_transit,0.718718,1,0,82,59,53,SUSCEPTIBLE
2834,sparse_periphery,young,car,0.752912,1,38,29,45,33,SUSCEPTIBLE
2835,sparse_periphery,young,public_transit,0.909282,0,27,90,69,45,SUSCEPTIBLE
2836,dense_periphery,young,car,0.293059,1,2,18,41,39,SUSCEPTIBLE
2837,dense_periphery,adult,walking,0.12196,1,6,7,38,66,SUSCEPTIBLE
2838,dense_periphery,senior,car,0.224773,1,5,12,32,50,SUSCEPTIBLE
2839,sparse_periphery,young,public_transit,0.606234,0,99,74,53,56,SUSCEPTIBLE
2840,sparse_periphery,young,car,0.495128,1,98,24,49,48,SUSCEPTIBLE
2841,sparse_periphery,child,public_transit,0.192073,1,58,29,31,61,SUSCEPTIBLE
2842,dense_periphery,senior,walking,0.418368,1,2,3,58,46,SUSCEPTIBLE
2843,dense_periphery,child,public_transit,0.403009,1,10,17,53,59,SUSCEPTIBLE
2844,sparse_periphery,adult,public_transit,0.717043,1,99,38,65,62,SUSCEPTIBLE
2845,sparse_periphery,senior,public_transit,0.898924,0,99,92,50,63,SUSCEPTIBLE
2846,dense_periphery,adult,car,0.439966,1,2,2,33,36,SUSCEPTIBLE
2847,dense_periphery,senior,car,0.239785,1,6,7,69,41,SUSCEPTIBLE
2848,dense_periphery,senior,public_transit,0.289176,0,4,14,37,59,SUSCEPTIBLE
2849,sparse_periphery,young,public_transit,0.542615,0,31,6,36,60,SUSCEPTIBLE
2850,sparse_periphery,young,public_transit,0.753845,1,98,47,58,32,SUSCEPTIBLE
2851,sparse_periphery,senior,public_transit,0.48721,1,58,2,52,45,SUSCEPTIBLE
2852,sparse_periphery,young,public_transit,0.604151,1,25,88,41,55,SUSCEPTIBLE
2853,sparse_periphery,adult,public_transit,0.727075,1,74,95,43,42,SUSCEPTIBLE
2854,sparse_periphery,adult,public_transit,0.698662,1,51,8,58,38,SUSCEPTIBLE
2855,dense_periphery,child,car,0.343013,0,7,3,51,43,SUSCEPTIBLE
2856,dense_periphery,young,public_transit,0.034388,1,3,15,41,44,SUSCEPTIBLE
2857,sparse_periphery,senior,walking,0.211359,0,22,83,52,48,SUSCEPTIBLE
2858,sparse_periphery,senior,public_transit,0.911735,1,5,86,67,36,SUSCEPTIBLE
2859,sparse_periphery,young,car,0.585997,1,9,72,44,56,SUSCEPTIBLE
2860,dense_periphery,adult,car,0.513843,1,2,14,47,50,SUSCEPTIBLE
2861,dense_periphery,adult,walking,0.359032,1,5,14,33,30,SUSCEPTIBLE
2862,sparse_periphery,adult,public_transit,0.497619,0,44,75,59,62,SUSCEPTIBLE
2863,sparse_periphery,adult,walking,0.446408,1,39,87,52,56,SUSCEPTIBLE
2864,sparse_periphery,adult,car,0.837669,0,78,46,59,58,SUSCEPTIBLE
2865,sparse_periphery,young,car,0.62378,1,31,83,66,38,SUSCEPTIBLE
2866,dense_periphery,adult,public_transit,0.262838,0,4,1,31,30,SUSCEPTIBLE
2867,dense_periphery,child,public_transit,0.433875,0,7,4,38,44,SUSCEPTIBLE
2868,dense_periphery,child,public_transit,0.055735,1,7,19,61,30,SUSCEPTIBLE
2869,sparse_periphery,senior,car,0.366962,1,77,33,35,51,SUSCEPTIBLE
2870,sparse_periphery,senior,public_transit,0.423786,0,66,23,54,55,SUSCEPTIBLE
2871,sparse_periphery,adult,public_transit,0.295389,1,76,81,69,62,SUSCEPTIBLE
2872,dense_periphery,senior,public_transit,0.062728,0,6,2,57,32,SUSCEPTIBLE
2873,dense_periphery,adult,public_transit,0.319581,1,3,5,35,50,SUSCEPTIBLE
2874,dense_periphery,young,car,0.092199,0,7,8,31,57,SUSCEPTIBLE
2875,sparse_periphery,child,car,0.812007,0,71,0,44,35,SUSCEPTIBLE
2876,sparse_periphery,adult,public_transit,0.746633,1,51,84,32,68,SUSCEPTIBLE
2877,dense_periphery,adult,car,0.632729,0,7,0,46,50,SUSCEPTIBLE
2878,dense_periphery,senior,public_transit,0.226135,1,12,6,64,43,SUSCEPTIBLE
2879,sparse_periphery,child,public_transit,0.842729,0,47,29,46,56,SUSCEPTIBLE
2880,sparse_periphery,senior,walking,0.678741,1,86,76,51,42,SUSCEPTIBLE
2881,sparse_periphery,child,walking,0.433369,1,40,77,32,42,SUSCEPTIBLE
2882,sparse_periphery,adult,car,0.617065,1,64,7,61,45,SUSCEPTIBLE
2883,sparse_periphery,adult,car,0.882336,0,19,0,30,31,SUSCEPTIBLE
2884,dense_periphery,adult,public_transit,0.427465,1,0,8,54,61,SUSCEPTIBLE
2885,sparse_periphery,adult,car,0.371685,0,83,29,48,59,SUSCEPTIBLE
2886,dense_periphery,young,public_transit,0.212667,0,6,18,49,61,SUSCEPTIBLE
2887,sparse_periphery,senior,walking,0.879123,0,91,73,61,59,SUSCEPTIBLE
2888,sparse_periphery,young,public_transit,0.64631,0,33,14,48,59,SUSCEPTIBLE
2889,sparse_periphery,child,public_transit,0.536689,0,41,77,47,37,SUSCEPTIBLE
2890,sparse_periphery,young,public_transit,0.345319,0,39,76,51,54,SUSCEPTIBLE
2891,sparse_periphery,senior,public_transit,0.908257,1,69,6,50,47,SUSCEPTIBLE
2892,dense_periphery,young,car,0.138066,0,9,18,39,38,SUSCEPTIBLE
2893,sparse_periphery,young,public_transit,0.36786,0,28,59,66,37,SUSCEPTIBLE
2894,sparse_periphery,young,public_transit,0.781873,1,44,95,66,35,SUSCEPTIBLE
2895,sparse_periphery,adult,public_transit,0.583436,1,38,23,35,57,SUSCEPTIBLE
2896,sparse_periphery,adult,public_transit,0.828354,1,27,42,39,35,SUSCEPTIBLE
2897,sparse_periphery,adult,walking,0.790009,1,95,66,62,66,SUSCEPTIBLE
2898,sparse_periphery,young,walking,0.949889,1,70,21,49,39,SUSCEPTIBLE
2899,sparse_periphery,senior,public_transit,0.466819,1,11,27,59,48,SUSCEPTIBLE
2900,dense_periphery,adult,car,0.297775,0,7,19,34,37,SUSCEPTIBLE
2901,sparse_periphery,adult,car,0.43036,1,84,79,46,47,SUSCEPTIBLE
2902,sparse_periphery,adult,public_transit,0.641568,0,88,33,42,66,SUSCEPTIBLE
2903,sparse_periphery,adult,public_transit,0.640859,0,90,48,65,48,SUSCEPTIBLE
2904,dense_periphery,child,car,0.124046,0,4,7,67,66,SUSCEPTIBLE
2905,sparse_periphery,young,public_transit,0.604326,1,71,31,31,62,SUSCEPTIBLE
2906,dense_periphery,young,walking,0.236815,1,5,17,50,61,SUSCEPTIBLE
2907,sparse_periphery,child,car,0.979104,0,96,68,36,59,SUSCEPTIBLE
2908,sparse_periphery,young,public_transit,0.714413,0,8,49,56,54,SUSCEPTIBLE
2909,sparse_periphery,adult,public_transit,0.948035,1,5,28,56,58,SUSCEPTIBLE
2910,sparse_periphery,adult,public_transit,0.303366,1,22,2,34,33,SUSCEPTIBLE
2911,dense_periphery,child,public_transit,0.479267,0,2,6,46,63,SUSCEPTIBLE
2912,dense_periphery,adult,car,0.339678,1,14,12,32,39,SUSCEPTIBLE
2913,sparse_periphery,adult,public_transit,0.552251,1,74,66,47,57,SUSCEPTIBLE
2914,dense_periphery,senior,car,0.501667,0,12,1,68,36,SUSCEPTIBLE
2915,sparse_periphery,adult,car,0.689902,1,17,75,37,34,SUSCEPTIBLE
2916,sparse_periphery,child,public_transit,0.813895,1,3,75,39,54,SUSCEPTIBLE
2917,dense_periphery,young,car,0.270763,0,7,16,46,40,SUSCEPTIBLE
2918,sparse_periphery,child,public_transit,0.510553,1,86,87,56,55,SUSCEPTIBLE
2919,dense_periphery,young,car,0.064862,0,8,9,44,50,SUSCEPTIBLE
2920,dense_periphery,young,car,0.18818,0,2,3,33,33,SUSCEPTIBLE
2921,sparse_periphery,adult,public_transit,0.775104,1,73,18,63,63,SUSCEPTIBLE
2922,sparse_periphery,young,car,0.687976,1,13,57,51,45,SUSCEPTIBLE
2923,sparse_periphery,senior,car,0.138082,1,45,82,51,69,SUSCEPTIBLE
2924,sparse_periphery,child,public_transit,0.881702,1,97,93,35,67,SUSCEPTIBLE
2925,dense_periphery,adult,public_transit,0.345492,0,8,13,67,45,SUSCEPTIBLE
2926,sparse_periphery,young,public_transit,0.668513,1,22,39,50,41,SUSCEPTIBLE
2927,sparse_periphery,young,public_transit,0.538504,0,57,6,54,33,SUSCEPTIBLE
2928,dense_periphery,child,public_transit,0.453104,0,14,13,50,69,SUSCEPTIBLE
2929,sparse_periphery,young,public_transit,0.583446,1,56,93,38,45,SUSCEPTIBLE
2930,dense_periphery,young,walking,0.091369,1,7,5,65,35,SUSCEPTIBLE
2931,sparse_periphery,adult,car,0.648058,0,20,40,35,66,SUSCEPTIBLE
2932,sparse_periphery,adult,walking,0.708126,1,16,82,63,58,SUSCEPTIBLE
2933,sparse_periphery,adult,public_transit,0.558357,1,2,58,53,41,SUSCEPTIBLE
2934,sparse_periphery,child,car,0.646868,1,79,41,38,40,SUSCEPTIBLE
2935,sparse_periphery,young,car,0.317002,0,20,85,44,36,SUSCEPTIBLE
2936,sparse_periphery,young,public_transit,0.179049,0,54,3,43,42,SUSCEPTIBLE
2937,sparse_periphery,young,public_transit,0.845463,1,9,41,52,55,SUSCEPTIBLE
2938,dense_periphery,senior,public_transit,0.097688,1,10,1,53,68,SUSCEPTIBLE
2939,sparse_periphery,adult,public_transit,0.694978,1,92,68,53,54,SUSCEPTIBLE
2940,sparse_periphery,senior,public_transit,0.377776,1,4,25,46,40,SUSCEPTIBLE
2941,sparse_periphery,adult,public_transit,0.639669,1,39,76,31,46,SUSCEPTIBLE
2942,sparse_periphery,young,public_transit,0.201852,0,50,13,51,47,SUSCEPTIBLE
2943,sparse_periphery,young,public_transit,0.846118,0,21,99,58,63,SUSCEPTIBLE
2944,dense_periphery,young,public_transit,0.517813,0,12,18,51,61,SUSCEPTIBLE
2945,sparse_periphery,adult,walking,0.418106,1,9,73,40,41,SUSCEPTIBLE
2946,sparse_periphery,senior,walking,0.532891,1,72,27,69,42,SUSCEPTIBLE
2947,sparse_periphery,child,walking,0.466526,0,69,3,47,66,SUSCEPTIBLE
2948,sparse_periphery,senior,walking,0.542314,1,80,60,56,34,SUSCEPTIBLE
2949,sparse_periphery,young,walking,0.429166,0,67,4,39,46,SUSCEPTIBLE
2950,dense_periphery,child,car,0.396961,1,4,11,50,41,SUSCEPTIBLE
2951,dense_periphery,senior,public_transit,0.165621,1,3,13,46,47,SUSCEPTIBLE
2952,sparse_periphery,young,car,0.496629,1,59,78,31,32,SUSCEPTIBLE
2953,sparse_periphery,young,public_transit,0.88132,0,4,54,55,38,INFECTIOUS_ASYMPTOMATIC
2954,dense_periphery,child,public_transit,0.216984,1,9,4,51,44,SUSCEPTIBLE
2955,sparse_periphery,senior,public_transit,0.617797,0,78,8,54,31,SUSCEPTIBLE
2956,dense_periphery,adult,public_transit,0.388264,0,13,18,53,62,SUSCEPTIBLE
2957,sparse_periphery,senior,public_transit,0.724856,1,11,27,58,63,SUSCEPTIBLE
2958,sparse_periphery,child,public_transit,0.253627,1,54,86,32,47,SUSCEPTIBLE
2959,sparse_periphery,young,public_transit,0.586009,1,16,89,65,37,SUSCEPTIBLE
2960,sparse_periphery,young,walking,0.622775,0,52,12,59,60,SUSCEPTIBLE
2961,sparse_periphery,adult,public_transit,0.539613,1,86,23,35,30,SUSCEPTIBLE
2962,sparse_periphery,adult,public_transit,0.375797,1,83,42,37,66,SUSCEPTIBLE
2963,dense_periphery,young,public_transit,0.293301,0,3,2,52,53,SUSCEPTIBLE
2964,sparse_periphery,young,public_transit,0.663012,1,24,43,32,60,SUSCEPTIBLE
2965,dense_periphery,senior,public_transit,0.146674,1,3,3,48,32,SUSCEPTIBLE
2966,dense_periphery,young,public_transit,0.208864,1,8,8,68,32,SUSCEPTIBLE
2967,sparse_periphery,young,public_transit,0.508333,1,38,27,47,62,SUSCEPTIBLE
2968,dense_periphery,young,public_transit,0.051676,1,5,15,45,35,SUSCEPTIBLE
2969,sparse_periphery,senior,public_transit,0.702932,0,49,70,61,56,SUSCEPTIBLE
2970,sparse_periphery,young,public_transit,0.298482,1,19,28,60,61,SUSCEPTIBLE
2971,dense_periphery,adult,walking,0.237999,1,13,15,31,52,SUSCEPTIBLE
2972,sparse_periphery,adult,car,0.518045,0,68,81,64,56,SUSCEPTIBLE
2973,sparse_periphery,adult,public_transit,0.840166,1,51,80,36,32,SUSCEPTIBLE
2974,sparse_periphery,young,public_transit,0.537273,1,32,12,55,56,SUSCEPTIBLE
2975,sparse_periphery,young,public_transit,0.88422,1,83,60,41,63,SUSCEPTIBLE
2976,dense_periphery,child,car,0.254457,1,1,19,36,60,SUSCEPTIBLE
2977,dense_periphery,young,car,0.214928,1,13,8,60,50,SUSCEPTIBLE
2978,sparse_periphery,senior,public_transit,0.732692,0,33,90,42,63,SUSCEPTIBLE
2979,dense_periphery,child,walking,0.531421,0,11,4,42,34,SUSCEPTIBLE
2980,dense_periphery,adult,car,0.011039,1,12,8,57,41,SUSCEPTIBLE
2981,dense_periphery,young,public_transit,0.199438,1,2,4,61,34,SUSCEPTIBLE
2982,sparse_periphery,adult,car,0.294691,1,21,29,46,59,SUSCEPTIBLE
2983,sparse_periphery,adult,car,0.843807,1,67,90,31,56,SUSCEPTIBLE
2984,sparse_periphery,young,car,0.834013,0,46,99,35,69,SUSCEPTIBLE
2985,sparse_periphery,senior,walking,0.671671,1,98,44,34,39,SUSCEPTIBLE
2986,sparse_periphery,young,public_transit,0.155221,1,75,33,54,61,SUSCEPTIBLE
2987,sparse_periphery,adult,car,0.384016,1,92,72,43,46,SUSCEPTIBLE
2988,sparse_periphery,young,public_transit,0.689094,1,60,5,69,45,SUSCEPTIBLE
2989,sparse_periphery,young,public_transit,0.845081,1,95,96,64,33,SUSCEPTIBLE
2990,sparse_periphery,young,public_transit,0.875644,1,91,15,61,68,SUSCEPTIBLE
2991,sparse_periphery,child,car,0.47842,1,52,17,53,61,SUSCEPTIBLE
2992,sparse_periphery,young,car,0.712042,0,62,20,32,33,SUSCEPTIBLE
2993,dense_periphery,young,car,0.215712,1,14,19,60,56,SUSCEPTIBLE
2994,dense_periphery,adult,car,0.013818,0,13,15,34,34,SUSCEPTIBLE
2995,sparse_periphery,adult,public_transit,0.197269,1,17,25,33,34,SUSCEPTIBLE
2996,sparse_periphery,child,public_transit,0.616129,1,38,80,48,53,SUSCEPTIBLE
2997,sparse_periphery,senior,public_transit,0.543921,1,21,88,30,62,SUSCEPTIBLE
2998,dense_periphery,young,walking,0.153187,0,3,13,62,32,SUSCEPTIBLE
2999,sparse_periphery,young,public_transit,0.394837,0,20,75,38,66,EXPOSED
3000,sparse_periphery,adult,walking,0.588635,0,99,79,49,31,SUSCEPTIBLE
3001,sparse_periphery,young,car,0.746563,1,0,97,37,33,SUSCEPTIBLE
3002,dense_periphery,adult,public_transit,0.470876,0,6,15,40,30,SUSCEPTIBLE
3003,sparse_periphery,child,walking,0.762835,1,98,83,37,64,SUSCEPTIBLE
3004,sparse_periphery,adult,car,0.882757,0,84,85,45,35,SUSCEPTIBLE
3005,dense_periphery,child,public_transit,0.499168,1,10,3,63,49,SUSCEPTIBLE
3006,sparse_periphery,young,public_transit,0.519567,1,17,11,59,61,SUSCEPTIBLE
3007,dense_periphery,senior,car,0.121105,1,13,19,65,40,SUSCEPTIBLE
3008,dense_periphery,adult,public_transit,0.059074,1,6,8,45,33,SUSCEPTIBLE
3009,dense_periphery,senior,public_transit,0.622288,1,11,8,54,66,SUSCEPTIBLE
3010,sparse_periphery,child,public_transit,0.757129,0,81,51,47,33,SUSCEPTIBLE
3011,sparse_periphery,adult,public_transit,0.487648,0,0,51,40,50,SUSCEPTIBLE
3012,sparse_periphery,adult,public_transit,0.428264,0,72,95,33,32,SUSCEPTIBLE
3013,sparse_periphery,adult,car,0.296977,1,87,23,58,52,SUSCEPTIBLE
3014,dense_periphery,adult,car,0.433939,0,4,0,46,50,SUSCEPTIBLE
3015,sparse_periphery,adult,car,0.676011,1,78,47,64,64,SUSCEPTIBLE
3016,sparse_periphery,senior,car,0.452213,1,29,82,52,59,SUSCEPTIBLE
3017,dense_periphery,child,public_transit,0.433968,1,2,4,69,56,SUSCEPTIBLE
3018,dense_periphery,senior,car,0.275897,0,12,14,35,44,SUSCEPTIBLE
3019,sparse_periphery,senior,public_transit,0.793063,0,91,34,62,55,SUSCEPTIBLE
3020,dense_periphery,adult,car,0.002002,0,8,13,56,58,SUSCEPTIBLE
3021,sparse_periphery,child,public_transit,0.629684,1,52,71,68,48,SUSCEPTIBLE
3022,sparse_periphery,adult,car,0.520216,1,43,89,65,38,SUSCEPTIBLE
3023,dense_periphery,senior,car,0.111724,0,10,11,47,58,SUSCEPTIBLE
3024,dense_periphery,young,car,0.198291,1,7,3,32,49,SUSCEPTIBLE
3025,dense_periphery,adult,walking,0.222628,1,4,11,38,66,SUSCEPTIBLE
3026,sparse_periphery,senior,public_transit,0.711445,0,2,97,66,54,SUSCEPTIBLE
3027,dense_periphery,young,public_transit,0.169183,1,4,0,62,43,SUSCEPTIBLE
3028,sparse_periphery,young,car,0.553593,1,73,70,58,58,SUSCEPTIBLE
3029,sparse_periphery,senior,public_transit,0.540936,0,26,54,66,44,SUSCEPTIBLE
3030,sparse_periphery,adult,car,0.66667,1,43,29,36,35,SUSCEPTIBLE
3031,sparse_periphery,adult,car,0.567361,0,1,38,35,33,SUSCEPTIBLE
3032,dense_periphery,young,walking,0.07947,0,10,13,40,49,SUSCEPTIBLE
3033,sparse_periphery,senior,public_transit,0.390127,1,25,14,48,66,SUSCEPTIBLE
3034,dense_periphery,senior,walking,0.578974,1,12,15,49,61,SUSCEPTIBLE
3035,sparse_periphery,child,public_transit,0.878057,0,80,57,32,68,SUSCEPTIBLE
3036,sparse_periphery,child,car,0.514507,1,68,95,36,56,SUSCEPTIBLE
3037,sparse_periphery,adult,walking,0.848291,1,75,22,34,65,SUSCEPTIBLE
3038,sparse_periphery,adult,walking,0.425786,0,72,11,65,37,SUSCEPTIBLE
3039,sparse_periphery,adult,public_transit,0.702016,0,88,15,60,59,SUSCEPTIBLE
3040,sparse_periphery,senior,public_transit,0.488823,0,45,26,47,47,SUSCEPTIBLE
3041,sparse_periphery,adult,public_transit,0.560213,1,56,9,51,58,SUSCEPTIBLE
3042,sparse_periphery,adult,public_transit,0.281776,1,95,12,42,34,SUSCEPTIBLE
3043,sparse_periphery,adult,public_transit,0.85595,1,69,26,36,65,SUSCEPTIBLE
3044,sparse_periphery,senior,public_transit,0.789398,1,32,21,35,42,SUSCEPTIBLE
3045,sparse_periphery,child,car,0.526388,0,20,80,34,47,SUSCEPTIBLE
3046,sparse_periphery,young,public_transit,0.789846,1,20,14,35,68,SUSCEPTIBLE
3047,dense_periphery,young,public_transit,0.509291,1,12,18,58,68,SUSCEPTIBLE
3048,sparse_periphery,adult,public_transit,0.853238,0,11,97,64,30,SUSCEPTIBLE
3049,sparse_periphery,adult,public_transit,0.308855,0,29,48,48,40,SUSCEPTIBLE
3050,sparse_periphery,senior,car,0.369402,0,39,77,36,63,SUSCEPTIBLE
3051,dense_periphery,young,walking,0.106512,1,2,11,58,62,SUSCEPTIBLE
3052,sparse_periphery,young,public_transit,0.674127,0,20,56,41,58,SUSCEPTIBLE
3053,sparse_periphery,adult,public_transit,0.619515,0,85,65,44,66,SUSCEPTIBLE
3054,sparse_periphery,senior,car,0.716061,0,46,9,68,45,SUSCEPTIBLE
3055,dense_periphery,child,public_transit,0.244141,0,6,8,55,49,SUSCEPTIBLE
3056,sparse_periphery,young,public_transit,0.675379,1,36,11,67,49,SUSCEPTIBLE
3057,dense_periphery,adult,car,0.150571,1,10,1,60,44,SUSCEPTIBLE
3058,sparse_periphery,young,public_transit,0.546089,1,70,69,62,58,SUSCEPTIBLE
3059,sparse_periphery,senior,public_transit,0.856429,1,82,6,48,65,SUSCEPTIBLE
3060,sparse_periphery,senior,walking,0.501879,0,78,29,34,63,SUSCEPTIBLE
3061,dense_periphery,young,walking,0.01895,0,14,14,49,37,SUSCEPTIBLE
3062,sparse_periphery,child,public_transit,0.671024,1,3,28,46,42,SUSCEPTIBLE
3063,dense_periphery,senior,public_transit,0.490586,1,11,13,64,67,SUSCEPTIBLE
3064,dense_periphery,child,car,0.246507,1,7,0,50,51,SUSCEPTIBLE
3065,dense_periphery,young,walking,0.152783,1,10,13,36,51,SUSCEPTIBLE
3066,sparse_periphery,adult,public_transit,0.355864,1,18,85,30,50,SUSCEPTIBLE
3067,sparse_periphery,senior,public_transit,0.182117,1,88,24,58,60,SUSCEPTIBLE
3068,sparse_periphery,child,car,0.560483,1,1,98,57,42,SUSCEPTIBLE
3069,sparse_periphery,adult,car,0.572114,1,87,84,55,49,SUSCEPTIBLE
3070,sparse_periphery,young,walking,0.634012,0,92,70,51,42,SUSCEPTIBLE
3071,sparse_periphery,child,walking,0.57494,0,74,85,32,40,SUSCEPTIBLE
3072,sparse_periphery,adult,public_transit,0.724533,0,27,40,67,36,SUSCEPTIBLE
3073,dense_periphery,young,car,0.636289,0,10,7,49,42,SUSCEPTIBLE
3074,dense_periphery,adult,public_transit,0.049396,1,3,19,39,50,SUSCEPTIBLE
3075,sparse_periphery,adult,public_transit,0.827196,0,34,20,42,57,SUSCEPTIBLE
3076,dense_periphery,adult,public_transit,0.391405,0,10,18,60,47,SUSCEPTIBLE
3077,dense_periphery,adult,public_transit,0.077397,0,13,2,61,48,SUSCEPTIBLE
3078,dense_periphery,senior,car,0.089965,0,13,9,36,62,SUSCEPTIBLE
3079,sparse_periphery,young,car,0.654344,1,70,3,60,61,SUSCEPTIBLE
3080,dense_periphery,adult,public_transit,0.114216,0,3,8,35,33,SUSCEPTIBLE
3081,sparse_periphery,young,public_transit,0.6087,0,78,81,49,68,SUSCEPTIBLE
3082,sparse_periphery,adult,car,0.512131,1,4,47,57,34,SUSCEPTIBLE
3083,sparse_periphery,young,walking,0.236439,0,23,29,31,33,SUSCEPTIBLE
3084,sparse_periphery,young,public_transit,0.258767,1,75,13,45,31,SUSCEPTIBLE
3085,dense_periphery,adult,public_transit,0.124361,1,13,15,39,30,SUSCEPTIBLE
3086,sparse_periphery,young,public_transit,0.512581,0,25,69,50,67,SUSCEPTIBLE
3087,dense_periphery,adult,public_transit,0.30803,0,6,16,54,37,SUSCEPTIBLE
3088,dense_periphery,adult,car,0.12391,1,6,19,57,67,SUSCEPTIBLE
3089,sparse_periphery,senior,car,0.729041,0,17,25,52,31,SUSCEPTIBLE
3090,sparse_periphery,young,public_transit,0.828756,1,44,80,48,48,SUSCEPTIBLE
3091,dense_periphery,young,public_transit,0.343882,0,5,15,53,39,SUSCEPTIBLE
3092,dense_periphery,senior,public_transit,0.261473,0,7,1,46,48,SUSCEPTIBLE
3093,sparse_periphery,young,car,0.579317,1,4,45,66,55,SUSCEPTIBLE
3094,sparse_periphery,adult,car,0.80907,0,4,61,41,64,SUSCEPTIBLE
3095,dense_periphery,young,car,0.318293,1,1,17,35,58,SUSCEPTIBLE
3096,sparse_periphery,adult,car,0.343252,1,58,98,65,38,SUSCEPTIBLE
3097,sparse_periphery,child,car,0.682207,1,86,92,30,52,SUSCEPTIBLE
3098,dense_periphery,child,public_transit,0.331033,1,12,5,61,64,SUSCEPTIBLE
3099,sparse_periphery,child,public_transit,0.38968,1,24,80,50,37,SUSCEPTIBLE
3100,dense_periphery,adult,walking,0.523838,1,6,16,47,50,SUSCEPTIBLE
3101,sparse_periphery,young,public_transit,0.860845,1,19,95,60,50,SUSCEPTIBLE
3102,sparse_periphery,adult,car,0.74128,1,30,14,44,55,SUSCEPTIBLE
3103,sparse_periphery,child,public_transit,0.77679,1,85,66,37,42,SUSCEPTIBLE
3104,sparse_periphery,senior,public_transit,0.935076,1,96,98,32,33,SUSCEPTIBLE
3105,dense_periphery,adult,walking,0.247826,0,6,9,35,41,SUSCEPTIBLE
3106,dense_periphery,child,public_transit,0.319898,1,4,6,30,49,SUSCEPTIBLE
3107,sparse_periphery,child,public_transit,0.720578,1,68,80,43,38,SUSCEPTIBLE
3108,sparse_periphery,adult,car,0.686926,0,12,64,45,66,SUSCEPTIBLE
3109,sparse_periphery,young,public_transit,0.542464,0,50,9,44,33,SUSCEPTIBLE
3110,sparse_periphery,adult,car,0.83662,1,85,68,37,35,SUSCEPTIBLE
3111,dense_periphery,adult,car,0.567417,0,0,17,44,61,SUSCEPTIBLE
3112,dense_periphery,young,car,0.157205,1,0,2,60,56,SUSCEPTIBLE
3113,sparse_periphery,child,car,0.95316,1,41,19,32,60,SUSCEPTIBLE
3114,dense_periphery,adult,public_transit,0.524011,1,1,5,42,65,SUSCEPTIBLE
3115,sparse_periphery,child,walking,0.84042,0,16,7,42,68,SUSCEPTIBLE
3116,dense_periphery,adult,car,0.017094,1,2,8,64,64,SUSCEPTIBLE
3117,sparse_periphery,young,car,0.308537,1,94,62,62,64,SUSCEPTIBLE
3118,sparse_periphery,adult,public_transit,0.276071,1,89,6,35,54,SUSCEPTIBLE
3119,sparse_periphery,senior,public_transit,0.884662,1,20,63,56,64,SUSCEPTIBLE
3120,sparse_periphery,senior,public_transit,0.694604,1,18,30,65,33,SUSCEPTIBLE
3121,sparse_periphery,adult,walking,0.751333,1,97,5,47,66,SUSCEPTIBLE
3122,sparse_periphery,senior,public_transit,0.33975,0,48,12,35,44,SUSCEPTIBLE
3123,dense_periphery,adult,public_transit,0.383513,1,12,6,30,44,SUSCEPTIBLE
3124,sparse_periphery,child,public_transit,0.554126,1,1,49,54,55,SUSCEPTIBLE
3125,sparse_periphery,young,car,0.191207,1,24,79,30,48,SUSCEPTIBLE
3126,sparse_periphery,adult,car,0.259351,0,97,23,69,61,SUSCEPTIBLE
3127,sparse_periphery,young,public_transit,0.761628,1,12,67,46,55,SUSCEPTIBLE
3128,sparse_periphery,adult,car,0.749656,1,15,85,63,53,SUSCEPTIBLE
3129,dense_periphery,young,public_transit,0.391268,0,9,19,39,61,SUSCEPTIBLE
3130,sparse_periphery,young,car,0.562868,1,66,91,45,33,SUSCEPTIBLE
3131,sparse_periphery,young,car,0.811525,1,80,44,31,47,SUSCEPTIBLE
3132,sparse_periphery,adult,public_transit,0.441951,0,56,98,69,60,SUSCEPTIBLE
3133,sparse_periphery,young,public_transit,0.305397,0,96,81,48,47,SUSCEPTIBLE
3134,sparse_periphery,senior,public_transit,0.325233,0,11,48,64,51,SUSCEPTIBLE
3135,sparse_periphery,young,car,0.926259,0,1,80,54,42,SUSCEPTIBLE
3136,sparse_periphery,adult,walking,0.792481,1,11,48,43,33,SUSCEPTIBLE
3137,dense_periphery,young,walking,0.391406,1,0,10,66,34,SUSCEPTIBLE
3138,sparse_periphery,young,walking,0.816605,0,24,94,69,54,SUSCEPTIBLE
3139,sparse_periphery,senior,car,0.522199,1,5,37,62,58,SUSCEPTIBLE
3140,sparse_periphery,young,public_transit,0.755859,1,37,86,44,55,SUSCEPTIBLE
3141,dense_periphery,young,walking,0.136935,0,1,12,31,64,SUSCEPTIBLE
3142,sparse_periphery,young,walking,0.635846,0,3,77,53,48,SUSCEPTIBLE
3143,sparse_periphery,adult,public_transit,0.786428,1,64,15,38,69,SUSCEPTIBLE
3144,sparse_periphery,young,walking,0.6369,1,0,91,65,53,INFECTIOUS_SYMPTOMATIC
3145,dense_periphery,senior,public_transit,0.201491,1,7,14,37,39,SUSCEPTIBLE
3146,sparse_periphery,child,walking,0.531544,1,24,5,66,32,SUSCEPTIBLE
3147,sparse_periphery,adult,public_transit,0.524386,0,0,77,32,69,SUSCEPTIBLE
3148,dense_periphery,senior,car,0.259764,0,11,14,58,53,SUSCEPTIBLE
